epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping
17,0.011034823476802558,0.011677405727095903,0.9898684921812786,0.9927451891678625,0.9900254050048404,0.9941703946117433,1.0058637889639968,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
18,0.011040077451616526,0.010692561138421297,0.9909838752940819,0.9947459195717114,0.991085261442081,0.9923296175254809,1.0077296720152789,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
19,0.010377037024591118,0.011691150092519819,0.9892165597304292,0.9915558495105864,0.9894150286081416,0.9953045277409506,1.004717623730404,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
20,0.010242692788597196,0.010284811723977327,0.9912117401247212,0.9964715225542103,0.9912813348061899,0.9892770137718722,1.0108392149810939,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
21,0.009414584329351782,0.009996292972937226,0.9910547346667021,0.9936412500204959,0.9911896872512269,0.9947522565296922,1.0052754275608433,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
22,0.009281996416393667,0.009952608705498278,0.9913373738982337,0.9933016229461935,0.9914874913691676,0.9960387610486516,1.0039769927700182,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
23,0.009356174478307366,0.00906818660441786,0.9921566975357429,0.9964489000435587,0.9922241503335159,0.9912453577618222,1.0088319629137485,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
24,0.008778260042890906,0.008969851792789996,0.9920518704330594,0.9948326298871998,0.992155393012044,0.9943385130622864,1.005693721869706,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
25,0.008254008775111288,0.008291048277169467,0.992854075708327,0.9960299447169243,0.9929296267795519,0.993522363741133,1.0065198696026079,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
26,0.008135749970097094,0.008386688912287355,0.992760481445081,0.9968643928969249,0.9928204695944834,0.9916303287979054,1.0084403138538942,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
27,0.008287443732842802,0.007994717382825912,0.9932100222355018,0.9957500907449816,0.9932933648897613,0.9948239650418562,1.0052029656904435,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
28,0.007552053045947105,0.008049045479856432,0.9930935652725272,0.9950135969335687,0.9931977537060159,0.9961021136426023,1.003913139329806,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
29,0.007988874008879066,0.008030287432484328,0.9924914506613985,0.9966329848305999,0.9925554732677746,0.9915528245552359,1.008519138098924,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
30,0.007838094094768166,0.007739134598523378,0.993164794472023,0.9962208387166241,0.9932366365928699,0.9937666078923187,1.0062724910035985,0.3,4,160,40,SGD,Dice,Flipping,UNet,0.0,0.0,30,64,0.0
