epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping
15,0.013040353916585446,0.01827162755653262,0.9800224942374958,0.981942963858964,0.9806415549982266,0.9966404571029969,1.0033708674708717,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
16,0.01192745917942375,0.011192046571522951,0.9907840150583916,0.9960206214426919,0.9908606631939404,0.9893211855017411,1.0107940825029873,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
17,0.01261488291202113,0.011896617687307298,0.9899045761474959,0.9971116301159517,0.9899785734972911,0.9853383532557408,1.014879809251121,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
18,0.010407826164737344,0.00996289795730263,0.9919267829901927,0.9959168240628976,0.9920037489561171,0.9918603612987709,1.008206436126322,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
19,0.010135477071162313,0.01413817605935037,0.9855490967242985,0.9875777440121882,0.9858975255766299,0.9960883267969882,1.003927034478549,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
20,0.010124443168751895,0.010816110204905272,0.9899878338217281,0.9924339666656192,0.9901581216964868,0.9950634732099453,1.0049610169832988,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
21,0.01036614179611206,0.010094356583431363,0.9912728568033644,0.9968738389515724,0.9913381053933243,0.9885877529270711,1.0115439899383123,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
22,0.010367585311178118,0.009632879425771535,0.9923144990502509,0.995066323897197,0.9924126394308151,0.9943956520222978,1.0056359337114,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
23,0.00949087959015742,0.008792817080393433,0.9927065204993399,0.9965424230949745,0.9927717980552385,0.9921752273346713,1.0078864825987932,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
24,0.009002004412468522,0.00948204796295613,0.9914936313443148,0.9974470610375205,0.9915536734156879,0.987880369744754,1.0122683177299874,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
25,0.008599135233089328,0.00863946732133627,0.9928489603218977,0.9965233567710395,0.9929145020232159,0.992504424471666,1.0075521834900878,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
26,0.00928383213467896,0.008226734842173756,0.9933662702646557,0.9961737576483166,0.9934395786914815,0.9942746668919691,1.0057583013011162,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
27,0.008034514368046076,0.00920791367534548,0.991547069139888,0.9977058040720146,0.9916057064532584,0.9874686963409774,1.0126903300382653,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
28,0.008307430695276707,0.008568781078793108,0.992675266850615,0.9954380947530863,0.99276479209673,0.9943701373367912,1.0056617374675865,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
29,0.007401768839918077,0.009436897467821836,0.9912338034912634,0.9927599161264393,0.991405053651692,0.9969540192393579,1.0030552871063865,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
30,0.0071219154866412285,0.0074985618470236656,0.9938877551524601,0.996449033567194,0.993955830779889,0.9947768351895199,1.005250589504816,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
