epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping,agent_action,agent_reward
17,0.09326251856982708,0.09641150645911693,0.9821267474414327,0.9952449401799981,0.9822921674624279,0.9733908298007113,1.027336573742673,5.8319999999999985e-06,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5004749987720936
18,0.09280470293015242,0.0963071633130312,0.9821553680161011,0.9952357964053082,0.9823201243038158,0.9734662053506165,1.027257027006733,5.8319999999999985e-06,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5011865343341997
19,0.09325858000665903,0.0962378203868866,0.9821452273384045,0.9952890528859781,0.9823110409860452,0.973340998445866,1.0273891694654806,8.398079999999997e-06,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5006427258729627
20,0.09296957720071078,0.0959785245358944,0.982418766435272,0.995041834164112,0.9825760957579756,0.9743771165350796,1.0262966802381774,8.398079999999997e-06,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5039606539942598
21,0.09235663432627916,0.09583408311009407,0.9823940111599732,0.9951604088824761,0.9825534240898339,0.9740933653264665,1.0265956381551278,1.2093235199999995e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5013206378815088
22,0.09226868897676468,0.09557155631482601,0.9825069802337038,0.9950776296074989,0.9826633317992142,0.9744834720826054,1.0261846697747086,1.2093235199999995e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5031901133213336
23,0.09238148443400859,0.09536830335855484,0.9824753856027649,0.9951401757179344,0.9826331257833082,0.9742965579144552,1.0263815384307264,7.255941119999997e-06,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5018745564080176
24,0.09197326488792897,0.09524542950093746,0.9825713849891052,0.9950546243156986,0.9827263748721965,0.9746582128963925,1.0260006910815427,7.255941119999997e-06,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5017087355078753
25,0.09188228603452445,0.095069445297122,0.9826158186945795,0.9951502909789794,0.9827713486956207,0.9745584073387333,1.0261057648979102,1.0448555212799995e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5019820105655259
26,0.09153450597077609,0.0948145654052496,0.9825741122878991,0.995200483622239,0.9827310373055163,0.9743756097560976,1.0262982673081447,1.0448555212799995e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5023402668853223
27,0.09158314503729344,0.09462592042982579,0.9826801485962107,0.9951248538884307,0.9828342786634091,0.974737787408915,1.0259169316275691,1.5045919506431992e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5024166312957957
28,0.09126779269427061,0.09442633725702762,0.9821827320136037,0.9955935625314626,0.9823532602849521,0.9728172536958997,1.0279422946096284,1.5045919506431992e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.499508748814947
29,0.09095637127757072,0.09411012083292007,0.9826644759494243,0.9952290322877395,0.9828202791011069,0.9745005732126741,1.0261666616606093,2.1666124089262065e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5055708839201783
30,0.09082025717943906,0.09356212727725506,0.9825263432149212,0.9954887008326817,0.9826885509902704,0.9737116465785192,1.026998088719442,2.1666124089262065e-05,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0.5047892718841345
