epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping,agent_action,agent_reward
32,0.9155571952462196,0.9161012947559357,0.29688674211502075,0.9289751901488316,0.5606273418096139,0.12125468361922785,8.247104113027646,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,2.507523149251938
33,0.9155221566557884,0.916064766049385,0.29802489280700684,0.9287737156706986,0.5604765907810393,0.12095318156207867,8.26766181000997,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5060560405254373
34,0.915466733276844,0.9160310983657837,0.2989186644554138,0.9287383215056211,0.5604501848780824,0.12090036975616485,8.271273297317677,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5048055350780487
35,0.9154552564024925,0.9159983307123184,0.2992066740989685,0.9287281116503103,0.5604425720753812,0.12088514415076236,8.272315072502591,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5017677247524261
36,0.9153926506638527,0.9159620702266693,0.30049386620521545,0.9284558488420226,0.5602402689577886,0.12048053791557714,8.300095744100327,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5067985653877258
37,0.9153739035129547,0.915929302573204,0.3010369539260864,0.9284420898465322,0.5602300813668872,0.12046016273377443,8.301499660182857,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5030431151390076
38,0.9153496220707893,0.9158928900957107,0.30222439765930176,0.928133411887636,0.5600024289227549,0.1200048578455098,8.33299599660679,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5063013434410095
39,0.9153127625584603,0.9158585458993912,0.3038543462753296,0.9280847935290132,0.5599667292773435,0.11993345855468697,8.337956830820671,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5084931850433345
40,0.9152960002422332,0.9158218801021576,0.30531930923461914,0.9278269703732364,0.5597781217750258,0.1195562435500516,8.364264134656885,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5076914727687836
41,0.9152302920818329,0.9157855361700058,0.30677714943885803,0.9276137302523166,0.5596230225632762,0.1192460451265524,8.386022353518968,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5076526403427124
42,0.9151894450187683,0.9157477974891662,0.3086065351963043,0.9271636214881865,0.5592982660510301,0.11859653210206013,8.43194975667108,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5095243155956268
43,0.9151567131280899,0.9157102078199386,0.31069886684417725,0.9268440043986002,0.5590697998802071,0.11813959976041419,8.464562280793139,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5108375549316406
44,0.9150923639535904,0.9156720489263535,0.31319546699523926,0.9264313317706097,0.5587774075296571,0.11755481505931421,8.506669841600564,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5128645896911617
45,0.9150465413928032,0.9156334787607193,0.3151716887950897,0.9259510796241335,0.5584407564691611,0.11688151293832234,8.555672961965284,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5102668106555939
46,0.9150278896093369,0.9155947893857956,0.31714385747909546,0.9256785737240525,0.5582514424224491,0.11650288484489804,8.58347843773409,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5102477371692657
47,0.9149930819869041,0.9155553191900253,0.31952720880508423,0.9253299800927268,0.5580110497237569,0.11602209944751381,8.619047619047619,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5123114585876474
48,0.9149536296725274,0.9155169755220414,0.32159894704818726,0.9249172588463778,0.5577289868652873,0.11545797373057458,8.661160140689258,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5107421278953543
49,0.9149137929081916,0.9154840886592865,0.32195910811424255,0.9252183523413289,0.5579344892697942,0.11586897853958839,8.63043769440269,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5021296739578247
50,0.9149002939462662,0.9154474377632141,0.3224939703941345,0.9250528554485768,0.5578213535622066,0.1156427071244132,8.647324374066743,1e-06,4,160,40,Adam,Dice,Flipping,UNet,0.0,1e-05,50,64,1.0,decrease,1.5030408203601837
